,id,user_retweet_count,user_favirite_count,tweet_text,tweet_user_location,tweet_created_date
114,1546718787449212928,0,0,@trendyrader @CJPomfret @JohnnyB61605603 @OzraeliAvi The government has lied for decades but that's somehow okay. I'll choose freedom of choice of mainstream propaganda any day. Oh and he didn't lie. That's just ehat you were fed and you ate it up. Well done.,,2022-07-12 04:51:10
115,1546718108643106817,0,2,"@SakhiParwez @HabibKhanT Amen &amp; dream or not this needs to be reality! Anyone who doesn’t want to fight for this is not worth the freedom that comes with separating government &amp; religion. They are always supposed to be separated! You don’t eat, drink, live religion all day long. It’s a personal thing.",,2022-07-12 04:48:28
116,1546716426416918529,0,0,"@DineshDSouza You sir were jailed for campaign finance violations, hardly the freedom fighting projections that you’ve been spouting all day.  Twinkie.",,2022-07-12 04:41:47
117,1546715631818625024,0,0,"@IntlCrimCourt Democracy &amp; human rights violations are the orders of the day in Uganda by a puppet dictator @KagutaMuseveni. @BarackObama stand with Ugandans 2 get our freedom
#RiseupUg
#Article3Ug
#M7Mustgo
#WeAreRemovingaDictator
@SecBlinken
@POTUS
@StateDept
@hrw
@IntlCrimCourt
@vickyford",Kampala Uganda,2022-07-12 04:38:37
118,1546714740009103360,0,0,@MehdiAli98 19 July should be 1) a day of silence to contemplate the pain and torture this government has forced upon disposessed people who simply asked for our help... 2) a day of loud voices - calling out and demanding the end to such inhumanity... and 3) freedom day for ALL detainees,,2022-07-12 04:35:05
119,1546714446642483200,23,198,"The miracle is in your mouth!!

Nothing happens until you speak.There is Healing in your mouth.There is Freedom in your mouth. There are New Levels in your mouth.There is Abundance in your mouth.
Quit Cursing and start Blessing

Have a blessed day.","Dubai, United Arab Emirates",2022-07-12 04:33:55
120,1546714365440577536,1,14,"May 18 was suppose to be Freedom From Kenney day, but you're still fucking here. 

#AbLeg #FiretheUCP https://t.co/pfqtnAQvhY",,2022-07-12 04:33:35
121,1546712604877262848,0,0,"Limping behind day, languages constantly decoded and deciphered. Freedom is exhausting.
؟?
ٱونٱس ⁦ٱنٱس

🔹S399🔹
🔹S279🔹
🔹S263🔹",,2022-07-12 04:26:36
122,1546712057734725635,0,0,I pray for his freedom and every day🙏🏾 https://t.co/fhMTVwXY3o,#1My future stan|bilotheé| blk,2022-07-12 04:24:25
123,1546710278062080003,0,1,"Vibes for the day

♈ Aries - Friendliness
♉ Taurus - Integrity
♊ Gemini - Evolving relationships
♋ Cancer - Keep a check on your priorities
♌ Leo - Harmony
♍ Virgo - Satisfaction
♎ Libra - Accepting
♏ Scorpio - Freedom
♐ Sagittarius - Transformatios",,2022-07-12 04:17:21
124,1546709358603542529,0,0,"Skills take be wonderful to say.On my heartstrings freedom singsAll day everyday.There
   ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .  
 .._^
ے⁦نون⁩- https://t.co/e7JPSGdXOR",,2022-07-12 04:13:42
125,1546709176243683329,0,0,"Ladies and gentlemen, grunts and chair force, the day you have been waiting for is finally here! The freedom giveaway is BACK ON DISCORD. This week's prize is a copy of Mass Effect Legendary Edition on Origin! https://t.co/1CdQRlFVIl https://t.co/vpDZoGxsAU",United States,2022-07-12 04:12:58
126,1546709119184146433,0,0,Finished my workout so now I have the freedom to do absolutely nothing for the rest of the day 🥰,📍 HCMC,2022-07-12 04:12:45
127,1546708096512303104,0,0,NEW HAMPSHIRE - DAY The sound like 'personal freedom' and before it confirmed reports.,the oval office,2022-07-12 04:08:41
128,1546705482076807175,0,1,So um day 1 update: I feel completely fine and also got in like 6k step (not a lot but I don’t have the freedom to go on walks and such lol). Currently doing math hw rn. I still need to drink more water as I’ve only had like 16 oz today.,,2022-07-12 03:58:17
129,1546705326816129024,0,0,@ScottPresler One day you'll get a Presidential Medal of Freedom for your persistence.,United States,2022-07-12 03:57:40
130,1546705155818676229,0,0,"#WorkWithJamesHicks Want to tempt 100s of very good, website visitors to view ones internet business each day? Well then social networking is good; proof is finally here https://t.co/bKfmzOqRP1 https://t.co/yBrp2kj6BB","Bournemouth, England",2022-07-12 03:57:00
131,1546704838876188672,0,0,I just finished day 2 of the @YouVersion plan 'Find Freedom In God's Favor'. Check it out here: https://t.co/P77I4y3W9o https://t.co/vsVWrQKDoX,Gauteng,2022-07-12 03:55:44
132,1546704733263495169,0,0,"📷 On your dying day, all that will count are either the problems you caused or the ones you solved. Choose your your joy or regret now. #america #usa #trump #love #freedom #newyork #canada #instagram #travel #photography #maga #india #a... https://t.co/NblXJncggn","Abuja, Nigeria",2022-07-12 03:55:19
133,1546704451381170179,0,1,"No matter what battle you are facing, let this be the day you declare you are free and celebrate your freedom, because victory is on the way.  Let freedom ring loudly in your life, for he whom the SON sets free is free indeed! LOVE, PEACE, AND HAIRGREASE💙✌🏽🛢 https://t.co/kdXKV7XYwA","Baton Rouge, Louisiana",2022-07-12 03:54:12
134,1546704110958718977,0,0,"@babe_freedom @shnickT @rising_serpent @Mommajo64221025 Dad collapsed few weeks after booster. Playing golf day before. 6 months In and out of hospitals ever since and now he has late stage Parkinsons. Who gets ""all of a sudden late stage Parkinsons ""?",,2022-07-12 03:52:51
135,1546702969055240193,1,2,Wonderful day fishing with good friends. LDS church leaders have been working to build a coalition of state leaders to support religious freedom. Grateful for their work. https://t.co/HB6maN0uTN,"Denver, CO",2022-07-12 03:48:18
136,1546702595800039424,0,3,"HAVE A GREAT DAY!
Art by Betty Anglin Smith.
#Love #Light #Love4OneAnother #Peace #Positivity #Awake #Freedom #Truth #ProtectYourSpirit #FuckFascism #FuckTotalitarianism #FuckNazis #FuckTechnocracy #FuckNWO #Resist https://t.co/H2JqGMYoDG","Moonbeam Levels / Geneva, CH ",2022-07-12 03:46:49
137,1546702496919420931,0,0,@gretchenwhitmer Not since Freedom Day,"Decatur, IL",2022-07-12 03:46:26
138,1546701259582980096,0,0,@AWildDiscovery ayee les go!! i hope it was a productive day but now ya gotta enjoy your freedom till next shift!,"ur mom's house, ohio",2022-07-12 03:41:31
139,1546700179138551809,1,3,"Such a great opening to NLS 2022 with @AntronM and making room for freedom through marginalizing the center, questioning tradition, and embracing fugitivity. Challenging leadership educations absorption of institutional logics. Can’t wait for day 2! @The_NCLP https://t.co/vB4sUYX3bg","Williamsburg, VA",2022-07-12 03:37:13
140,1546698652336345088,0,0,"@jamiekilstein @Timcast @LandauDave Not a member. I was de banked for contributing to the Freedom Convoy.
Maybe one day I’ll beg the bank to give me plastic credit…
Or I’ll wait for the new system…🤣",Moose Jaw,2022-07-12 03:31:09
141,1546697501603872768,0,2,"June 28th, 1982.

The day was gentle, 
until it wasn't.

The tears, the desire for love and freedom.

He knew what had to be done. https://t.co/WMyyH7XIEc",he/him,2022-07-12 03:26:35
142,1546696935918018561,0,0,"Heerak Christian Kim, #MAGA #AmericaFirst @GOP candidate for US Congress in Virginia 8 District, reminisces about performing with @Georgetown ""Let Freedom Ring"" choir on Martin Luther King day at @kencen when @ChakaKhan performed as soloist in 2020

@goparlington @GOPAlex @VA_GOP https://t.co/qhTsap54RR","Arlington, Virginia",2022-07-12 03:24:20
143,1546696851264602114,0,0,"@JakeCrain_ @DjokerNole We've all had it at this point, the left can't survive a day without making up some crisis so that they can freely take your freedom. Enough with this BS. Stay healthy, fit and you'll be fine.",,2022-07-12 03:24:00
144,1546696655231012864,0,1,"Freedom Day 356

0420      27.4'C

Every muscle is hurting from not resting / lying down as much as I should have Su/Mo.
It's not like a good post w/o.
It's like being beaten up. 
Or forced to stand with arms o/head &amp; not put them down &amp; the burning doesn't stop when you do",East Sussex UK,2022-07-12 03:23:13
145,1546696547408257025,2,4,"What a day! @MIReproFreedom submitted a record 753,759 signatures to qualify a constitutional amendment for the ballot to protect abortion access &amp; reproductive freedom. @PTV2022 submitted 669,972 to ensure the accessibility and integrity of our elections. Let's do this. https://t.co/8iYy8HHGzD","Lansing, Michigan USA",2022-07-12 03:22:47
146,1546696493633081349,0,0,"i am truly, TRULY blessed that i can play anything at any volume at any time of the day or night and not bother anyone

and yet i have neighbors all over the place so i don't feel isolated

honestly maybe my favorite thing about this house - total sonic freedom 😍","milwaukee, wi",2022-07-12 03:22:34
147,1546696275311329280,2,2,@NtxooArt I was so lucky to hear directly from you about the power of this project and I have been waiting for this special day ever since! 💙Please pass on my congratulations to Thet-Htar too! I know this is the beginning of a longer journey that ends with freedom for Myanmar.💪,,2022-07-12 03:21:42
148,1546696102291841025,1,1,"This day may the Lord help us to do whatever he wants us  to do in our life to set others free. 
It is for freedom that Christ has set us free. Stand firm, then, and do not let yourself be burdened again by a yoke of slavery.","Nairobi, Kenya ",2022-07-12 03:21:01
149,1546695910280814592,0,0,"@TakethatCt @groin_hammer @Awithonelison @BottomleyFiona @IvermectinForC1 @krebiozen @BreezerGalway @Takeastepback16 @LittleBigEd @CharlotteSlalom @StephenBevan15 @fiski70 @CoralBlob @hounddog123456 @mcfunny @ScepticalAussie @dave_odo @crabb_vicki @Theonew16516042 @KatySco47008484 @Ladyjustice1312 @PeteF175 @fredwibblington @PierreKory @Kathmarval @GarySlegg @LauraSc72529359 @sim0n40 @rossmarwood @jneill @silversynergy @Adelere @BaileInis @AdamBlayney @thewibblemovem1 @nickdalton1972 @_johnbye @UnjustSociety1 @MrsSarahMurray @CpnSindbad @k_b_lvi @KAS118 @gordonrlove @1ohreally @timbofive Okay so go back and read the information on independent review before being cleared..You honestly think a 28 day mouse trial is suffice?
What happened to those mice also?
Where’s the long term side effects and safety data? We know it now with freedom of information act.Disaster",,2022-07-12 03:20:15
150,1546694974066008064,0,5,"@SamanthaAnderl I tweeted about this recently. My freedom goal for now is to earn an income that replaces my previous 9-5 corporate job, working a 3 day week.","West Yorkshire, UK",2022-07-12 03:16:32
151,1546694888070164481,0,0,"@sheepchase I’ll never forget the day I saw Boy George &amp; Culture Club on the American music show Solid Gold. Or Annie Lennox “maled up.” I loved that they wore what they wanted to wear. In my late teens, I discovered the Goth culture &amp; more freedom.",,2022-07-12 03:16:12
152,1546694546402205697,0,0,"@TJ_onfire @ALinktotheMass1 @TaylorRMarshall You are just making up rules in your head and imagining they are real. A person’s body is never their own; we are all dying, and one day this body you think is under your absolute freedom and control will return to dust. Experience of tripping over my own feet refutes you thusly.",Kent,2022-07-12 03:14:50
153,1546694023485833217,0,0,"When cars are the number one killer of drunk driving accidents - yes, you read that right - then we can't stand by and let it happen and longer. Today, just like every other day, @POTUS continues to try to take our #Freedom away. 🇺🇲

#DictatorshipDoesNotWork https://t.co/nctmh3Lbj9",United States,2022-07-12 03:12:46
154,1546693839100022786,0,0,"@POTUS When cars are the number one killer of drunk driving accidents - yes, you read that right - then we can't stand by and let it happen and longer. Today, just like every other day, @POTUS continues to try to take our #Freedom away.

#DictatorshipDoesNotWork",United States,2022-07-12 03:12:02
155,1546693252295888896,1,2,"The ADL actively advocates to this day for the surveillance of Muslim Americans and has historically tried to help the FBI surveil ""un american groups"" and they have historically classify all revolutionary black freedom movements as so",bilatinmen.com,2022-07-12 03:09:42
156,1546693176194437121,0,0,"#InternetMarketing #NetworkMarketingSponsoring #WorkFromHome Do you want to earn tons of outstanding, prospective buyers to consider your main online business day-to-day? In that case , social media is perfect; evidence is here now https://t.co/jjCThiUS9c https://t.co/3JccUrA8JH","London, England",2022-07-12 03:09:24
157,1546692669690241024,1,1,"@ChristyPat2020 @Sir_Thomas_of @JLa2685 @mdberardo @asjlive @thedailybeast That's why you support a party that's taking freedom away from people? 

Yeah even Biden on his worst day has 20x as many functioning brain cells as you. Lmao",Massachusetts,2022-07-12 03:07:23
158,1546692602673729537,0,0,"@cherryswine_ A Great Day For Freedom - Pink Floyd
Bennie and The Jets - Elton John
Too Close - Sir Chloe
Show Me How - Men I Trust
Rules - Doja Cat","⠀𝐈. 𝐏𝐬𝐲𝐜𝐡𝐨𝐥𝐨𝐠𝐲 𝐒𝐭𝐮𝐝𝐞𝐧𝐭; 𝐬𝐜𝐢𝐞𝐧𝐭𝐢𝐬𝐭
⠀𝐈𝐈. 𝐅𝐫𝐨𝐦 𝐋𝐨𝐧𝐝𝐨𝐧
⠀𝐈𝐈𝐈. 𝐕𝐞𝐠𝐚𝐧; 𝐧-𝐦𝐧
⠀𝐈𝐕. 𝐅𝐮𝐥𝐥 𝐢𝐧𝐭𝐞𝐫𝐩.",2022-07-12 03:07:07
159,1546691131328569344,0,2,"☀️  During summer hikes, you don't sip, you guzzle. 🥵 The YUMA Clear Freedom Bottle boasts a whopping 25 oz. and features a guzzler lid for replenishing fluids, fast. You know what else is fast? Our ⚡️ ZIP-IT® Next Day Service!

https://t.co/W5TqFZrwpq - #PromoElevated #ZIPIT https://t.co/t2IAlJs9aC","West Jordan, UT",2022-07-12 03:01:16
160,1546690366237294592,0,1,"@JacksonGilder Isn’t it ironic, to quote Alanis Morrisette, that the guy yelling the most at the LEOs is Big D who was arrested the next day at the Qult freedom fighters parking lot encampment and remains remanded today awaiting extradition himself",,2022-07-12 02:58:14
161,1546689380365963265,0,0,@ErikSolheim Yes I know this person he planted so many trees in my village on occasion of any nation day like our freedom struggle people day in my village Hullaheri Sonipat Haryana he visited and we all villagers gave attention to this person he is humanitarian,sonipat haryana india,2022-07-12 02:54:19
162,1546688148674998272,0,0,"@Karls_Quest @TimRunsHisMouth Let's see, Fauci, Hunter laptop, Russian collusion, plandemic, etc. Please tell me how many lies the lefties have done and continue to this day still do it and why it's ok? I guess freedom to some is just plain jealousy of someone successful.","Arizona, USA",2022-07-12 02:49:25
163,1546687872685772800,0,1,"It is a sad day in America when a Congressman is a minority in his own party because he stood up for OUR Constitution...
#GOP is not the ""Party of Freedom""
#Jan6th  
@RepKinzinger 
#Republicans are the PAST
#Democrats are the FUTURE
Vote in 2022 like it is 2020 all over again... https://t.co/8uf5VTHffj",USA,2022-07-12 02:48:19
164,1546687780901867521,0,0,"The ANC of yesteryears fought for our FREEDOM and only got close to achieving that goal, today's ANC is working day and night to take us back where we come from. Last year they were parading their Chinese member, now it's a Pakistani member, next it's gonna be what? We're in shit https://t.co/kx6nNF8gHs","Pretoria, South Africa",2022-07-12 02:47:57
165,1546686970579095555,10,22,they are acting as if it’s a flex to stay in a shithole company instead of having freedom but at the end of the day the sevens are successful and that’s what only matters,,2022-07-12 02:44:44
166,1546686088445575174,0,0,"#ResidualIncome #BeYourOwnBoss #NetworkMarketingBlog Do you want to engage many hundreds excellent, subscribers to look into ones business each single day? In that case , Twitter is the best... verification is here https://t.co/zEM07ZVHno https://t.co/YQKhafTqOO","London, England",2022-07-12 02:41:14
167,1546685586852814848,0,1,"@GiancarloSopo Don't you mean Cubanx?
(Couldn't help it sorry lol)

I hope one day soon the Cuban people will see true freedom.",no,2022-07-12 02:39:14
168,1546684447680090113,9,19,"My grandparents, mother, and uncle survived Mussolini's Italy. My father was part of the exodus from Egypt in the 1970s because of the rise of religious fundamentalism. 

I will live and breathe Freedom until the day I die. https://t.co/tyCyR8yGAZ",United States 🇺🇲,2022-07-12 02:34:42
169,1546684234873462784,0,1,@Upwork Freedom on scheduling my day,United States,2022-07-12 02:33:52
170,1546684067533447168,0,0,"@taylorcotter I have to do a wordle, quordle, sudoku, &amp; duo lingo every day. Even if I lose one. It’s a “mistaken to learn from.” I don’t know how I got into this mess. I applaud your freedom from my self inflicted brain test jail cell.","Boston, MA",2022-07-12 02:33:12
171,1546683707075039232,0,0,@Rothmus Freedom means you can choose what's the best way to protect yourself. If you are not free then your safety is up to those who don't even know you exist. Yeah I will take freedom every damn day.,"San Antonio, TX",2022-07-12 02:31:46
172,1546682960195100674,0,4,ONE DAY OF FREEDOM PLZ? https://t.co/ifediHJt4z,sheher,2022-07-12 02:28:48
173,1546682103739424769,0,0,"It will all start like a dream; when the announcement will be made, when tears will form in our eyes, when we will come up for air for the very first time since independance and take one deep breath of fresh freedom air, that day when Peter Obi will become the GCFR🇳🇬 in 2023",,2022-07-12 02:25:24
174,1546681557729116160,0,0,one day imma cut it all off and feel freedom https://t.co/X8DxCKU2SB,planet mars ,2022-07-12 02:23:13
175,1546681379840094208,0,0,Yakali w mo makan donburi doang 100k keatas 🫠🫠🫠. Semoga one day bisa financial freedom jd gak mikirin harga makanan lagi.,Gru home-Ice kingdom Antarctic,2022-07-12 02:22:31
176,1546680747003727877,0,0,"@Stvzbnk @JohnSchulz99 @GovRonDeSantis So, overturning a PROVEN free &amp; fair election &amp; installing dictator Trump would be a great day for freedom? I've heard everything now. Republicans used to believe in the Constitution until Trump. https://t.co/lZCE71llZZ",,2022-07-12 02:20:00
177,1546680283663110146,0,0,"Allah, the Father of the Universe, The Father of Love, Truth, Peace, Freedom and Justice, Allah is my Protector My Guide and my Salvation By Night and by Day.","FW, TX",2022-07-12 02:18:10
178,1546679626084130818,2,2,@Laserman59 @JohnSchulz99 @GovRonDeSantis #Jan6 was the greatest day for freedom since the Boston Tea Party. Your little Insurrection Game Show is another failed Witch Hunt. Those Dems have already lost their jobs to R’s but just don’t know it yet. #RedWave,🇺🇸 MAGA,2022-07-12 02:15:33
179,1546679039930376193,1,13,"Educate You
You never want to get caught up in this corrupt federal system. Did any of you know that the U.S. attorneys can get your medical records the day something is done, but if you need your lawyer to get them for court, he/she must file a Freedom of Information Act... https://t.co/8JQfIUAryh","Butner, NC",2022-07-12 02:13:13
180,1546678701730955264,0,0,#MLMrecruiting #AttractionMarketing #OnlineBusiness The swiftest way to correct your own lead general shortage will be to visit this web page and discover the amount of targeted visitors I'm getting every day free of charge https://t.co/OC1CcJXSps https://t.co/QP4REnSLcK,"Bournemouth, England",2022-07-12 02:11:53
181,1546678177350959104,0,0,"📢Request for Proposal for the World Press Freedom Day Celebration and Training of Security Forces on Freedom of Expression and Safety of Journalists in Indonesia
📅Deadline: 21 July 2022
▶️https://t.co/IqypGOMMQJ https://t.co/HfRuUR1sYa","Jakarta, Indonesia",2022-07-12 02:09:48
182,1546678053576884224,96,925,I’ll take risky freedom over certain prison every day of the week.,Canada,2022-07-12 02:09:18
183,1546677813884895233,1,2,"@robertscribbler @RBReich @GOP I learned far more on the job than in college. I read this the other day and it makes sense to me.  Not everyone has the gumption, intelligence, and or luck to become a millionaire. All I’ll ask is show me a country with the freedom and opportunity this one does! https://t.co/2EWnTdGeOh",,2022-07-12 02:08:21
184,1546677503820910594,0,0,@RJK71896920 @SajiniKW_97 You think personal freedom is “snowflakey”? Okay. Have a good day.,Colombo,2022-07-12 02:07:07
185,1546677051670745092,0,1,"@Copyrite I don’t feel bad for her at all. I mean straight men are gross on a normal day. Now take away their freedom, independence, sense of pride and self, I’m sure they only get out of bed because they have to.",LANDBACK,2022-07-12 02:05:19
186,1546676553899094017,0,22,"大阪はあいにくの天気ですが、今日も副業DAY❗️

・ペット記事執筆×1
・グルメ記事執筆×1
・インプット(YouTube)
・🍛
・🧖‍♀️

そろそろライターとして次のステップを考えてる今日この頃。

皆さんはどんな感じなんですかね？
ライター後の道。
やはりブログ？🤔
#おは戦40712jk 
#webライター",Webライターが仕事を受注するテクニック↓,2022-07-12 02:03:20
187,1546675938653376512,1,0,@MdBreathe @JaimS520 @JeffBezos Next thing you know @JeffBezos will instruct his Pharmacy not to fulfill a day after pill. Giving this type of freedom to Pharmacies is dangerous. I mean what if someone wants an abortion pill? or Day after pill that is over the counter? What if they didn't believe in that?,Seattle area,2022-07-12 02:00:54
188,1546675861675548673,0,0,Journey to Financial Freedom : Day 9 || !financialfreedom !docs https://t.co/1gtG6aFUJ3,California,2022-07-12 02:00:35
189,1546675570997608448,0,0,5 Steps to Freedom https://t.co/pSQ5ZD3lps The only real freedom we ever have is in surrender to Christ! Check out HOPE is Here with @gregjhorn! Share it. Make it a great day in and for The Lord (1 Peter 3:15)!,"Lexington, KY",2022-07-12 01:59:26
190,1546675485735735297,0,1,"@sidian99 @libsoftiktok We need to dismantle civil rights laws.

Let discrimination thrive, let progressive slums form lol

Girl probably hides on a 90% white campus all day, she won't last a second in the jungles of the society she desires.

Restore freedom of association.",Ataraxia,2022-07-12 01:59:06
191,1546675304445448192,0,0,I swear there is never enough time in the day when you have a day job. Slowly working my way towards financial freedom.,"Orlando, FL",2022-07-12 01:58:23
192,1546675103290871810,0,0,"@facebook @tiktok_us why have you suspended our accounts?? Over the mention of CBD and hemp?
It's a sad day when barely legal girls can dance half naked on the same app that violates posts about a plant! #freethehemp #freedom #DoubleStandards #blowthisup
#viral #Facebook #TikTok","Mississippi, USA",2022-07-12 01:57:35
193,1546674031566491648,0,0,"@BearPoker2 @taxwizer @john_d_long @chrismarrin @UltraMAGAA You have the freedom to do as you please, kiddo. But even your actions have consequences too. Welcome to adulthood. First day here?",Last Barstool on the Right,2022-07-12 01:53:19
194,1546672911079047169,0,0,#17th #july #Freedom #Day https://t.co/pxXwprbWP5,"Karachi, Pakistan ",2022-07-12 01:48:52
195,1546672438670417920,0,0,@jinzhihaoye @645Pr0RoZT8CwA7 I'm sure you are. We all one day will have a point we won't be pushed past. Which we must face. She sounds like she's reached hers. When do you give up freedom for safety. Never I hope. So be proud of her and prey you will be as strong when its your time to choose.,,2022-07-12 01:46:59
196,1546670221301260291,0,0,"@CKobbot @abefe012 @SavvyRinu @AishaYesufu Hey girl. Why not set up one Rome. 
And my freedom to do a cold bottle of 'udeme' after a long hot day in kano fa?",UAR,2022-07-12 01:38:11
197,1546668677927505920,0,0,"The web molds us to accept we should be the most incredible on the planet, constantly. Yet, I understand what it seems like to be committing suicide just to scratch as the day progressed. on the off chance that you're doing all that can be expected, 

Wi-Fi money 🤑📲 is freedom!",,2022-07-12 01:32:03
198,1546668066402082819,0,1,"@kbmcgowan i realized the other day i can't recall which is syntactic vs semantic ambiguity, and i thought, is this freedom?",,2022-07-12 01:29:37
199,1546667632044101632,1,18,2 day beach retreat at a fancy hotel or a 2 hour roller skate party? Trying to decide how to celebrate my freedom.,"*still rebooting, please wait",2022-07-12 01:27:53
200,1546667544307957762,0,0,"@dr_musgrave (most) People hate independence in general, due to lifelong conditioning by the very society that’s supposed to be their freedom platform, and at the end of the day, $$ is what counts - come to Australia if u don’t believe me!",Melbourne,2022-07-12 01:27:32
201,1546667224118824960,0,0,"@VPMaryBeth 
I am so glad I found you!  

Thank you purchasing these bracelets from my Amazon Wishlist. It’s embarrassing to ask for help,but I’m grateful for donors like you

My students will wear these each day during Freedom Week/Constitution Week in September! 🇺🇸

THANK YOU♥️ https://t.co/XVZY8BBC8D",,2022-07-12 01:26:16
202,1546666696848510976,0,0,@dyllyp Good looking out. Always makes a long day a little better. Make sure the camera department gets some. They don't have the freedom to walk away from set to put in an order as easily.,"Los Angeles, CA",2022-07-12 01:24:10
203,1546666437732859904,0,0,"@MalloryMcMorrow @Lis_Smith Thank you! So much positivity- definitely needed now, after a day of columns and tweets where some pundits/activists/media seem to be bizarrely letting Republicans off the hook for their attacks on women’s freedom/insistence on govt control.",,2022-07-12 01:23:09
204,1546666210951106561,0,0,"@martypoirier60 @EMo_Drags_The_l Majority comments say that this person shouldn't be tolerated, or should be stopped, or would have been stopped ""back in the day.""

Opposite of freedom, and what Marines are supposed to protect.",,2022-07-12 01:22:15
205,1546665617175891969,0,0,"@TheQuirke @OAftershave Not really, I was just typing how I see things. I served this country so everyone has freedom to say what they feel. I didn’t do it to be called an idiot or a fool. With serving, I have tough skin and can handle it. Have a good day.","Nevada, USA",2022-07-12 01:19:53
206,1546664978333286401,0,1,"Employee vs Owner

Owner is the dream. But each has pros and cons

Obvious ones like paycheck stability, time freedom, etc

Also mental space - Employees are done when they clock out. As a business owner it’s 24/7. Even if you outsource the day to day, biz is always on your mind.",,2022-07-12 01:17:21
207,1546664372575027201,0,5,Freedom Trail after a great day of learning @hgse with these amazing leaders! @CharlesButtFdn @RYHTexas @tepsamark #TxEd #RaisingSchoolLeaders https://t.co/MzetvaUxcO,,2022-07-12 01:14:56
208,1546663888497803267,0,0,"@KremlinTrolls Such decency amid such horror. I’m incredibly impressed by Ukrainians every single day. 
You all deserve the freedom and peace you’ve been waiting for and fighting so hard for.",Old Zealand,2022-07-12 01:13:01
209,1546663512105033728,1,4,"#WriteMap 
They are the brave ones,
The real-life superheroes,
Ones who do not wear capes,
But still speak out,
Whether through art
Or demonstrations,
Standing against injustice,
Risking their lives day in and day out
To fight for liberty and freedom.

https://t.co/Xqbwnb699P",,2022-07-12 01:11:31
210,1546662208842645504,2,15,"Every day, week, month, and year have been hard. 

I dedicated innumerable hours to the pursuit of truth and connection

Nothing is easy 

Truth isn't simple and...

Freedom ain't free 

You either refuse servitude or you don't",,2022-07-12 01:06:20
211,1546661433718497290,1,2,"@soleuscramps @rob0349 @LqLana Other Countries based on democracy fine people for not voting or not registering, register voters the same day as elections and make voting days paid holidays.
Lazy Americans take freedom for granted &amp; we all will suffer.
If they complain to me 1st question is did you vote.",,2022-07-12 01:03:16
212,1546660803109076992,0,0,"@witte_sergei It was an ammo dump, Orcs just can't cope with the fact the HIMAR's they announced they completely destroyed a day back just rained freedom down on their Nazi heads","Hinamizawa (Disclaimer, not a real place)",2022-07-12 01:00:45
213,1546659398596132869,0,0,@AlinejadMasih They should remove the hijab and burn it.  If the millions of women and the man coming to street they can’t arrest all of them. Tomorrow is the day of showing the power of freedom fighters and the Gestapo of the Islamic Republic of Iran,"Toronto, Ontario",2022-07-12 00:55:10
214,1546658195719995394,0,4,"@PaulMaypatriot It happened to me twice last week. Only one day of freedom I’m between. As someone said, if you follow over 400 per day or x amount per hour, Twitter will put you in Time Out for 3 days. It’s rather ridiculous…","Greensboro, NC",2022-07-12 00:50:24
215,1546657366363578369,8,36,"Crip Notes #19  Disabled people deserve the opportunity to be spontaneous.  Para Transit and accessible cab companies that don't provide adequate service 24 hours a day, perpetuate the myth that disabled people don't deserve choices and freedom. Spontaneity deserves accessibility","Toronto, Ontario",2022-07-12 00:47:06
216,1546654893909450758,0,0,#Marketing #DirectSales #NetworkMarketingBlog The Day-to-day Targeted traffic System way of getting website visitors is certainly exclusive ; https://t.co/wPmJyOmdmP  #Entrepreneur https://t.co/4lznubxGn9,,2022-07-12 00:37:16
217,1546654816704663553,0,0,@pixburghgrrl @villaverla Only if the dead beat parents choose not to feed it. I'm not arguing over something that doesn't effect me or my family. At the end of the day I believe adoption is better then murder but everyone should be able to make their own decisions that's real freedom.,"Tennessee, USA",2022-07-12 00:36:58
218,1546654664904519682,1,1,"We would have named it #Alberta Independence Day to show how we really feel about an abusive #Canada. This country needs to be split up with Freedom living on the west side &amp; 'who the hell cares' living on the east side.

#abpoli #YYC #YEG
https://t.co/N8TR1srmET",,2022-07-12 00:36:22
219,1546654604376641536,1,0,Last day of freedom might as well make a beat 🎹🎹 https://t.co/5KeqLta44n,"Richmond, VA",2022-07-12 00:36:07
220,1546654022635061248,0,1,"@GrahamTuckerIII @WalStreet2 @majorosjr @trom771 @RonFilipkowski Academia gatekeeping is transparent and allows for a wider discussion from professionals. 
When MC writes garbage like “the armies awoke to a glorious day and prepared to fight for the cause of freedom” and then don’t provide a single source or endnote, you have no discussion.","Austin, TX",2022-07-12 00:33:49
221,1546653958592241668,0,2,@wolfonthecliff2 @prairie_2 From god knows when to now and continuing our freedom has been taken little by little each and every day!😭,,2022-07-12 00:33:33
222,1546653444487921664,0,0,a great day for freedom,,2022-07-12 00:31:31
223,1546653368826957825,0,0,@GrillmoreSlim I Understand You Enjoy Freedom Alot... But Having Kids Is The Best Thing In The World They Can Fix Any F'd Up Day With Simpliest Things,"King Circle (Da 30), MS ",2022-07-12 00:31:13
224,1546653118544445441,0,0,"#ACIMWorkbookLesson192 #Meditation https://t.co/upGWbioaX0 Day 35 #JourneyThruACIM #KenWapnik #ACIMText #Jesus https://t.co/WCgPWVe5qh
L #acim #acimlesson192 #acimworkbook #acourseinmiracles #Love #happiness #forgiveness #meditation #freedom #peace #joy #gratitude #truth https://t.co/7Eq79YuceP","Florida, USA",2022-07-12 00:30:13
